Episódio;Marca;Título (thumb);Convidado;Status;Bloco;Canva (aberto);Página Canva;Drive (fechado);Arquivo Drive;PNG final (GitHub);YouTube;Título YouTube;Canva original;Observações
#215;Anima Podcast;Câncer de mama: 85% é evitável;Daniel Buttros;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;6;https://drive.google.com/file/d/1gaClcSn0Xa1I0vC4mlZmX6i4B96u8hhq/view;#215 - Daniel Buttros.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e215.png;https://youtu.be/Dw_tIh4ZBtw;Fé e Medicina: O caminho que Transforma Vidas no Combate ao Câncer | Ep #215 | Com Dr Daniel Buttros;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#214;Anima Podcast;Os 4 desejos ocultos das mulheres;Mari Vabo;Casal novo aplicado;Bloco 9 - Arquivo 1;https://www.canva.com/design/DAHT4wC4lb4/edit;22;https://drive.google.com/file/d/1F2NiAsJyuKohxl8rSlJSiwiogfuj5P7B/view;#214 - Mari Vabo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e214.png;https://youtu.be/67Kfkz8d_HI;Segredos da Mente Feminina Que Todo Homem Precisa Saber | Ep #214 | Com Mari Vabo;https://www.canva.com/design/DAHRFk8zA-8/edit;Drive tem a versão antiga (casal anterior)
#213;Anima Podcast;Padre Paulo Ricardo é herege?;Pedro Affonseca;Casal novo aplicado;Bloco 9 - Arquivo 1;https://www.canva.com/design/DAHT4wC4lb4/edit;23;https://drive.google.com/file/d/1b1J7eUlmUV87jWisVLSWOlmW38lPEmod/view;#213 - Pedro Affonseca.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e213.png;https://youtu.be/IpU7stKF4AE;CENTRO DOM BOSCO vs. Arquidiocese do Rio: Entenda a Polêmica | Ep #213 | Com Pedro Affonseca;https://www.canva.com/design/DAHRFk8zA-8/edit;Drive tem a versão antiga (casal anterior)
#212;Anima Podcast;Os segredos de um casamento feliz;Kenya Camerotte e Berthaldo Soares;Casal novo aplicado;Bloco 11 - Arquivo 1;https://www.canva.com/design/DAHT5NXToGQ/edit;3;https://drive.google.com/file/d/1q2QwDgOx4KhIwnN_c4eIakoX2u12CVD2/view;#212 - Kenya Camerotte e Berthaldo Soares.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e212.png;https://youtu.be/NCwn2ChWqe0;Os segredos de um CASAMENTO FELIZ | Ep #212 | Com Kenya Camerotte e Berthaldo Soares;https://www.canva.com/design/DAHRGTMEaX0/edit;Drive tem a versão antiga (casal anterior)
#211;Anima Podcast;A verdade sombria sobre o funk;Alvaro Siviero;Casal novo aplicado;Bloco 9 - Arquivo 1;https://www.canva.com/design/DAHT4wC4lb4/edit;24;https://drive.google.com/file/d/1t-O7ztEibJqADSCYFxycUSlKn6kY_3ze/view;#211 - Alvaro Siviero.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e211.png;https://youtu.be/8F4dA0MzLHE;Como a MÚSICA que Você Ouve Molda Sua Vida e sua Mente | Ep #211 | Com Alvaro Siviero;https://www.canva.com/design/DAHRFk8zA-8/edit;Drive tem a versão antiga (casal anterior)
#210;Anima Podcast;Música católica furando a bolha;Herrison Pontes e Jessica Dias;Casal novo aplicado;Bloco 9 - Arquivo 1;https://www.canva.com/design/DAHT4wC4lb4/edit;25;https://drive.google.com/file/d/1GJBOKzuWEgn-5223xjmvF-vhYfjwpHId/view;#210 - Herrison Pontes e Jessica Dias.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e210.png;https://youtu.be/kEwArRzu6vQ;A Música Que Está Revolucionando a Adoração Católica | Ep #210 | com Herrison Pontes e Jessica Dias;https://www.canva.com/design/DAHRFk8zA-8/edit;Drive tem a versão antiga (casal anterior)
#209;Anima Podcast;O lado sombrio da internet que ameaça crianças;Bel Martins;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;22;https://drive.google.com/file/d/1layWMa1f1vt2l6-ce1JrAup3tvHQi1YL/view;#209 - Bel Martins.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e209.png;https://youtu.be/M-TlQaeuwYc;Como Proteger Seus Filhos dos Perigos Ocultos da Internet | Ep #209 | Com Bel Martins;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#208;Anima Podcast;Usava 40 pedras de crack por dia e sobrevivi para contar;João Blota;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;21;https://drive.google.com/file/d/1jBp9QZU2RBV9akHF3SGvzzKlwJNqDer3/view;#208 - João Blota.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e208.png;https://youtu.be/8ypvOIu8sq4;Da Destruição à Reconstrução: Como Superar o Vício | Ep #208 | Com João Blota;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#207;Anima Podcast;Dinheiro e fé: o maior erro que os católicos cometem;Marcelo Malta;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;20;https://drive.google.com/file/d/1GvVt4t3QBRw5JX87a3gvUstE-V6h1Q0x/view;#207 - Marcelo Malta.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e207.png;https://youtu.be/M9uD2J8gH_0;Fé e Dinheiro: Descubra o que te impede de prosperar | Ep #207 | Com Marcelo Malta;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#206;Anima Podcast;O que a IA realmente significa para o futuro;Ramon Palomo;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;13;https://drive.google.com/file/d/1a9jNdGyX4Ay46gclI6nxsm9q1u2ZC0Og/view;#206 - Ramon Palomo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e206.png;https://youtu.be/w0aQlgRtrOg;Como a IA vai transformar sua vida e seu trabalho | Ep #206 | com Ramon Palomo;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#205;Anima Podcast;Bebês reborn: moda inocente ou fuga da realidade?;Simone Fuzaro;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;14;https://drive.google.com/file/d/1dmVvs5f_ruJiFFFwnWqXCgh8hSyZEACE/view;#205 - Simone Fuzaro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e205.png;https://youtu.be/sBnnhMYuL20;A febre dos BEBÊS REBORN e os desafios da maternidade moderna | Ep #205 | com Simone Fuzaro;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#204;Anima Podcast;Família Cristelo: música, amor e fé;Glaucio e Tay Cristelo;Novo (montado nesta conversa);Novos episódios;https://www.canva.com/design/DAHU6Mrajks/edit;13;;;https://audiovisual-anima.github.io/thumbs-anima/review/novos/e204.png;https://youtu.be/kjXTDqY_91M;;;"Ainda não está no Drive; subtítulo encosta nos convidados — revisar"
#203;Anima Podcast;De R$800 na feira a 175 lojas;Renato Villarinho;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;15;https://drive.google.com/file/d/1_KCgZJ9hb8Re2yb6wHc_nI0CDH1LLPQs/view;#203 - Renato Villarinho.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e203.png;;;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#202;Anima Podcast;A rotina que forja a mente;Vitor Becker;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;16;https://drive.google.com/file/d/1zYqty2L7BfH6MC1VZghlejnpcEs1ohqq/view;#202 - Vitor Becker.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e202.png;https://youtu.be/CScKu0D7I-s;Delegado revela a HABILIDADE MAIS IMPORTANTE Para o SUCESSO | Ep#202 | com Vitor Becker;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#201;Anima Podcast;Milagres ainda acontecem? Como a Igreja investiga?;Dom Roberto Lopes;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;17;https://drive.google.com/file/d/1rX-tkJFxwbsmPMj8TSOC6CC_EegWgdh6/view;#201 - Dom Roberto Lopes.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e201.png;https://youtu.be/aatnVaXe4Jc;Os Segredos da Santidade: Descubra o Caminho para Ser Santo Hoje | Ep #201 com Dom Roberto Lopes;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#200;Anima Podcast;Como tudo começou;Breno Faria;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;18;https://drive.google.com/file/d/1eJUlAcHHtxWpa3aZGr9KIylgdIyPYkDn/view;#200 - Breno Faria.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e200.png;https://youtu.be/upsXFz4JiOc;“Café com teu pai”: O que as MULHERES PRECISAM SABER sobre os homens | Ep #200 | com Breno Faria;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#199;Anima Podcast;Proteja seus filhos do perigo espiritual;Angela Abdo;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;19;https://drive.google.com/file/d/1YNNIL3kqm85EppjYeBSd-K7cAWe6tMrV/view;#199 - Angela Abdo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e199.png;https://youtu.be/mD6KPc7yP68;O PODER da Oração de Mães que TRANSFORMA FILHOS | Ep #199 | com Angela Abdo;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#198;Anima Podcast;Conclave 2025: tudo sobre a eleição do novo Papa;Monsenhor Sérgio;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;12;https://drive.google.com/file/d/1xnIPrkzXnVM1nsvZFkcu7CPiLArAOa99/view;#198 - Monsenhor Sérgio.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e198.png;https://youtu.be/RrNxoPUYAXc;O Futuro da Igreja Católica: Decisões Cruciais no Conclave de 2025 l EP #198 l com Monsenhor Sérgio;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#197;Anima Podcast;Anabolizante deixa impotente?;Diogo Wink;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;7;https://drive.google.com/file/d/1LG3WE_CFbOKeAjmsz6B7xWcAYjInMNYg/view;#197 - Diogo Wink.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e197.png;https://youtu.be/od8FYbS0ufI;A Verdade Sobre a FERTILIDADE MASCULINA que Ninguém Conta l EP #197 l com Dr. Diogo Wink;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#196;Anima Podcast;A era da IA: como não ficar para trás;Rica Barros;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;2;https://drive.google.com/file/d/1PI8iMNVz66GCHj2cr4rmNcqxQ-ZLhGRr/view;#196 - Rica Barros.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e196.png;https://youtu.be/Ysjmhr24yeA;O que você precisa saber sobre INTELIGÊNCIA ARTIFICIAL l EP #196 l Rica Barros;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#195;Anima Podcast;A filosofia proibida nas universidades;Renato Moraes;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;3;https://drive.google.com/file/d/1Uyt-J6Su8xmcZRgQ0fZpjAGAqu5IMKzV/view;#195 - Renato Moraes.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e195.png;https://youtu.be/McC0-PowZz4;A Filosofia que as Universidades não ensinam | Ep #195 | com Renato Moraes;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#194;Anima Podcast;Falso santo: a verdade sobre o narcisista;Elizabeth Pimentel;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;4;https://drive.google.com/file/d/1SJ8t522X5gSNDJn1Uh7jNMhy-4Zi8lMF/view;#194 - Elizabeth Pimentel.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e194.png;https://youtu.be/3PNdI4wcG-w;Narcisismo: O Mal Que Destrói Relacionamentos | Ep #194 | com Elizabeth Pimentel;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#193;Anima Podcast;Aparência importa?;Willian Celso;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;5;https://drive.google.com/file/d/1ITaahZ5JD4XYtA975VlSuQ054r2QsUfk/view;#193 - Willian Celso.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e193.png;https://youtu.be/1tDkwhh_Ogw;O Segredo do Posicionamento que Transforma Vidas l Ep #193 l com Willian Celso;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#192;Anima Podcast;Onde está isso na Bíblia?;Ariel Lazari;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;6;https://drive.google.com/file/d/1m4h7VQ1t6jNRnzBfj8yL_pgROvVof4Hf/view;#192 - Ariel Lazari.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e192.png;https://youtu.be/BGhJGzfqam4;ARQUEOLOGIA BÍBLICA revela ERROS da Reforma Protestante | Ep #192 | com Ariel Lazari;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#191;Anima Podcast;O que seus filhos escondem?;Elizabete Possidente;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;8;https://drive.google.com/file/d/1LuAWIzoSsnDsQT3L6Wa1k_47K5CgZ7_j/view;#191 - Elizabete Possidente.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e191.png;https://youtu.be/_M4ZRsZZc4s;Série “Adolescência” - Sinais de alerta para os pais l Ep #191 l com Dra. Elizabete Possidente;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#190;Anima Podcast;Fátima: polêmicas e curiosidades;Pe. Cabecinhas e Marco Daniel;Casal novo aplicado;Bloco 8 - Arquivo 2;https://www.canva.com/design/DAHT5IC7CDA/edit;25;https://drive.google.com/file/d/1quKEwTOLNih5icP1uOAVD-wO4_XVFnFj/view;#190 - Pe. Cabecinhas e Marco Daniel.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e190.png;https://youtu.be/pIHcdS-Ozw4;Fátima: Polêmicas e curiosidades reveladas l Ep  #190 l com Padre Cabecinhas e Marco Daniel Duarte;https://www.canva.com/design/DAHRFXzISZs/edit;Drive tem a versão antiga (casal anterior)
#189;Anima Podcast;Fé vs. obsessão;Diego Costa;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;7;https://drive.google.com/file/d/1zv8MUmVth9A51mB3iZZoyqtm7UoEcYaE/view;#189 - Diego Costa.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e189.png;https://youtu.be/M21Sf56eikk;TOC Religioso e Escrúpulos – Como se libertar l Ep #189 l com Diego Costa;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#187;Anima Podcast;É por isso que muitos casamentos acabam...;Carol Tizziani;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;8;https://drive.google.com/file/d/1SZPrkYJ2gVqrQmzkVVzpav7YDU8zmdtw/view;#187 - Carol Tizziani.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e187.png;https://youtu.be/nUVDZD9rNiA;O Segredo para um Casamento Feliz e Duradouro l Ep #187 l com Carol Tizziani;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#186;Anima Podcast;Possessão demoníaca: relatos reais;Frei Juan Antônio;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;9;https://drive.google.com/file/d/1pLy7j_SefH49WSdTC5sZPx1T6BSLfOjB/view;#186 - Frei Juan Antônio.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e186.png;https://youtu.be/b6esSkOW0us;O que acontece em um EXORCISMO? | Ep. #186 | com Frei Juan Antônio;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#185;Anima Podcast;Do crime para a cruz;Wellington Perciliano;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;10;https://drive.google.com/file/d/1LdLKAye4X5S72C9qdw1_GLSX4RtH9RZy/view;#185 - Wellington Perciliano.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e185.png;https://youtu.be/WjN636Ih0VU;Do crime para a cruz  | Ep. #185 | com  Wellington Perciliano;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#184;Anima Podcast;Ano jubilar e porta santa;Frei Juan Manuel;Casal novo aplicado;Master (blocos 4/5 + acervo);https://www.canva.com/design/DAHT5VDGu2o/edit;11;https://drive.google.com/file/d/1IIj1ozJL2Ow7Su5mOSoE0GI7cIcf7N-S/view;#184 - Frei Juan Manuel.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e184.png;https://youtu.be/CP2pa0EcHao;Os benefícios do Ano Jubilar para Sua Vida | Ep. #184 | com Frei Juan Manuel;https://www.canva.com/design/DAHQrnlzPa8/edit;Drive tem a versão antiga (casal anterior)
#183;Anima Podcast;O que queres com isso?;Pe. Antônio Maria;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;2;https://drive.google.com/file/d/1bw_x5J47VQbEqYnWRgZiFzymBzs9WL7k/view;#183 - Pe. Antônio Maria.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e183.png;https://youtu.be/NR6jwtnWvzE;O que queres com isso? | Ep. #183 | com Pe. Antônio Maria;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#181;Anima Podcast;Melhores momentos: Anjos;Rafael Brito;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;1;https://drive.google.com/file/d/1NHpkhXqxVn0jTwE7aP3g1B_cOs6hX4Pv/view;#181 - Rafael Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e181.png;https://youtu.be/2HnGh6PAVy0;Melhores momentos: Anjos | Ep. #181 | com Rafael Brito;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#180;Anima Podcast;Eu era espírita, mas isso me mudou;Rodrigo Astolfi;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;9;https://drive.google.com/file/d/1AvfyeN9JcnwHY8ZeP9Fpg2oQPHKEHf-x/view;#180 - Rodrigo Astolfi.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e180.png;https://youtu.be/uSYcqIXdxrA;Eu era espírita mas isso me fez mudar  | Ep. #180 | com Dr. Rodrigo Astolfi;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#179;Anima Podcast;Contra a inveja, faça isso...;Irmã Zélia;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;4;https://drive.google.com/file/d/1r3uByobOyL8eV7yf-1jA_2tc5UF-5mgp/view;#179 - Irmã Zélia.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e179.png;https://youtu.be/C9-mGhGrGz4;Contra a inveja faça isso!  | Ep. #179 | com Irmã Zélia;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#178;Anima Podcast;Santa Edith Stein;Magna Rocha;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;6;https://drive.google.com/file/d/1K1SEy-nGU2WeLkNBelXC9OcUMcmyfmgR/view;#178 - Magna Rocha.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e178.png;https://youtu.be/bdViCk6HWXs;A judia que virou Santa!  | Ep. #178 | com Magna Rocha;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#177;Anima Podcast;A fé é uma virtude da inteligência;Roberto Mallet;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;8;https://drive.google.com/file/d/1F92t0CUPk5xNaGky_te97LavzNBOz-Is/view;#177 - Roberto Mallet.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e177.png;https://youtu.be/siu-WZJP3bo;A fé é uma virtude da inteligência | Ep. #177 | com Roberto Mallet;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#176;Anima Podcast;Como saber os temperamentos pode te ajudar;Ronaldo Amorim;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;11;https://drive.google.com/file/d/1v4fcZPor5GNYX4IMmtyVY5FnF51LhOdk/view;#176 - Ronaldo Amorim.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e176.png;https://youtu.be/zZCATTT1_FQ;Desvendando os temperamentos | Ep. #176 | com Ronaldo Amorim;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#175;Anima Podcast;Do leito da morte à praia no mesmo dia;Raquel Carpenter;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;12;https://drive.google.com/file/d/1MIEWKa-EPhpbJsBl1rlRUTDqCmnytthn/view;#175 - Raquel Carpenter.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e175.png;https://youtu.be/Jh5_3kro1n8;Do leito da morte à praia no mesmo dia | Ep. #175 | com Raquel Carpenter;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#173;Anima Podcast;Toda vida importa!;Mariangela Consoli;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;13;https://drive.google.com/file/d/15ojvQuHxqgl999O-aKmnhqOrCNUoyZ95/view;#173 - Mariangela Consoli.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e173.png;https://youtu.be/P59pacYN4Ek;A missão da Associação Guadalupe | Ep. #173 | com Associação Guadalupe ( Mariangela Consoli);https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#172;Anima Podcast;Da Canção Nova para o mundo;Pe. Evandro Lima;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;14;https://drive.google.com/file/d/1asVBv5asIhVk6NpA7TQKdmwe436M6YcK/view;#172 - Pe. Evandro Lima.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e172.png;https://youtu.be/Xx9SeIM_ndk;Comunicação que Transforma Vidas | Ep. #172 | com Pe. Evandro Lima;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#171;Anima Podcast;Amor que supera tudo;Camila e Felipe Oliveira;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;7;https://drive.google.com/file/d/1uUPUTD_WcGmqF7AB9-Rv49TwG02gMXRb/view;#171 - Camila e Felipe Oliveira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e171.png;https://youtu.be/VY3P7B7Zvzg;Amor que supera tudo | Ep. #171 | com Camila e Felipe Oliveira;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#170;Anima Podcast;A cidade fundada por Nossa Senhora;Pe. Leandro Rêgo;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;1;https://drive.google.com/file/d/1U8SkKd6OsD5ZM9ByqSQmx3e0zHx3YKF_/view;#170 - Pe. Leandro Rêgo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e170.png;https://youtu.be/jwX4_13gCoM;A Cidade Fundada Por Nossa Senhora | Ep. #170 | com Pe. Leandro Rêgo;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#169;Anima Podcast;O que não te contaram sobre a Bíblia;João Cláudio Rufino;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;15;https://drive.google.com/file/d/1JSQ7Dv-NP5sw5BL8fRTTsRNDwZD0ehTE/view;#169 - João Cláudio Rufino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e169.png;https://youtu.be/cHNXQRDei2E;Especialista na Bíblia fala toda a verdade | Ep. #169 | com João Cláudio Rufino;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#168;Anima Podcast;A oficina do Diabo;Brasil Paralelo;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;8;https://drive.google.com/file/d/14ProJptqlKF2_oqgMnAkbWIqPZW432sQ/view;#168 - Brasil Paralelo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e168.png;https://youtu.be/lwusZO3QioA;Oficina do Diabo  | Ep. #168 | com Brasil Paralelo ( Filipe Valerim e Henrique Viana );https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#167;Anima Podcast;A crise e a esperança;Pe. Leandro Rasera;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;2;https://drive.google.com/file/d/1iA3cyHzrqGtnKfxpo6XldM6sKrmkLBIQ/view;#167 - Pe. Leandro Rasera.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e167.png;https://youtu.be/xINB0dCaQ1E;A crise e a esperança  | Ep. #167 | com   Pe. Leandro Rasera;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#166;Anima Podcast;Ciência e espiritualidade;Mateus Simon;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;16;https://drive.google.com/file/d/1Norv_PTVvzPDngTKVQzkQeocbzdXhsJD/view;#166 - Mateus Simon.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e166.png;https://youtu.be/dvSCpY09bvQ;Ansiedade e fé  | Ep. #166 | com  Mateus Simon;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
